sample_id,crop_path,mask_path,split
IMG_0144_plate_01,data\crops\IMG_0144_plate_01.jpg,data\masks\IMG_0144_plate_01.png,train
IMG_0144_plate_02,data\crops\IMG_0144_plate_02.jpg,data\masks\IMG_0144_plate_02.png,train
IMG_0145_plate_01,data\crops\IMG_0145_plate_01.jpg,data\masks\IMG_0145_plate_01.png,train
IMG_0145_plate_02,data\crops\IMG_0145_plate_02.jpg,data\masks\IMG_0145_plate_02.png,train
IMG_0146_plate_01,data\crops\IMG_0146_plate_01.jpg,data\masks\IMG_0146_plate_01.png,train
IMG_0146_plate_02,data\crops\IMG_0146_plate_02.jpg,data\masks\IMG_0146_plate_02.png,train
IMG_0147_plate_01,data\crops\IMG_0147_plate_01.jpg,data\masks\IMG_0147_plate_01.png,train
IMG_0147_plate_02,data\crops\IMG_0147_plate_02.jpg,data\masks\IMG_0147_plate_02.png,train
IMG_0148_plate_01,data\crops\IMG_0148_plate_01.jpg,data\masks\IMG_0148_plate_01.png,val
IMG_0149_plate_01,data\crops\IMG_0149_plate_01.jpg,data\masks\IMG_0149_plate_01.png,val
IMG_0150_plate_01,data\crops\IMG_0150_plate_01.jpg,data\masks\IMG_0150_plate_01.png,train
IMG_0151_plate_01,data\crops\IMG_0151_plate_01.jpg,data\masks\IMG_0151_plate_01.png,train
IMG_0152_plate_01,data\crops\IMG_0152_plate_01.jpg,data\masks\IMG_0152_plate_01.png,val
IMG_0153_plate_01,data\crops\IMG_0153_plate_01.jpg,data\masks\IMG_0153_plate_01.png,train
IMG_0154_plate_01,data\crops\IMG_0154_plate_01.jpg,data\masks\IMG_0154_plate_01.png,test
IMG_0155_plate_01,data\crops\IMG_0155_plate_01.jpg,data\masks\IMG_0155_plate_01.png,train
IMG_0156_plate_01,data\crops\IMG_0156_plate_01.jpg,data\masks\IMG_0156_plate_01.png,train
IMG_0156_plate_02,data\crops\IMG_0156_plate_02.jpg,data\masks\IMG_0156_plate_02.png,test
IMG_0157_plate_01,data\crops\IMG_0157_plate_01.jpg,data\masks\IMG_0157_plate_01.png,val
IMG_0158_plate_01,data\crops\IMG_0158_plate_01.jpg,data\masks\IMG_0158_plate_01.png,test
IMG_0158_plate_02,data\crops\IMG_0158_plate_02.jpg,data\masks\IMG_0158_plate_02.png,train
IMG_0159_plate_01,data\crops\IMG_0159_plate_01.jpg,data\masks\IMG_0159_plate_01.png,test
IMG_0160_plate_01,data\crops\IMG_0160_plate_01.jpg,data\masks\IMG_0160_plate_01.png,train
IMG_0161_plate_01,data\crops\IMG_0161_plate_01.jpg,data\masks\IMG_0161_plate_01.png,train
IMG_0162_plate_01,data\crops\IMG_0162_plate_01.jpg,data\masks\IMG_0162_plate_01.png,train
IMG_0163_plate_01,data\crops\IMG_0163_plate_01.jpg,data\masks\IMG_0163_plate_01.png,train
IMG_0163_plate_02,data\crops\IMG_0163_plate_02.jpg,data\masks\IMG_0163_plate_02.png,train
IMG_0163_plate_03,data\crops\IMG_0163_plate_03.jpg,data\masks\IMG_0163_plate_03.png,train
IMG_0163_plate_04,data\crops\IMG_0163_plate_04.jpg,data\masks\IMG_0163_plate_04.png,test
IMG_0163_plate_05,data\crops\IMG_0163_plate_05.jpg,data\masks\IMG_0163_plate_05.png,test
IMG_0164_plate_01,data\crops\IMG_0164_plate_01.jpg,data\masks\IMG_0164_plate_01.png,train
IMG_0164_plate_02,data\crops\IMG_0164_plate_02.jpg,data\masks\IMG_0164_plate_02.png,train
IMG_0164_plate_03,data\crops\IMG_0164_plate_03.jpg,data\masks\IMG_0164_plate_03.png,test
IMG_0165_plate_01,data\crops\IMG_0165_plate_01.jpg,data\masks\IMG_0165_plate_01.png,train
IMG_0166_plate_01,data\crops\IMG_0166_plate_01.jpg,data\masks\IMG_0166_plate_01.png,train
IMG_0167_plate_01,data\crops\IMG_0167_plate_01.jpg,data\masks\IMG_0167_plate_01.png,train
IMG_0167_plate_02,data\crops\IMG_0167_plate_02.jpg,data\masks\IMG_0167_plate_02.png,train
IMG_0168_plate_01,data\crops\IMG_0168_plate_01.jpg,data\masks\IMG_0168_plate_01.png,train
IMG_0168_plate_02,data\crops\IMG_0168_plate_02.jpg,data\masks\IMG_0168_plate_02.png,test
IMG_0169_plate_01,data\crops\IMG_0169_plate_01.jpg,data\masks\IMG_0169_plate_01.png,val
IMG_0170_plate_01,data\crops\IMG_0170_plate_01.jpg,data\masks\IMG_0170_plate_01.png,train
IMG_0170_plate_02,data\crops\IMG_0170_plate_02.jpg,data\masks\IMG_0170_plate_02.png,train
IMG_0170_plate_03,data\crops\IMG_0170_plate_03.jpg,data\masks\IMG_0170_plate_03.png,test
IMG_0171_plate_01,data\crops\IMG_0171_plate_01.jpg,data\masks\IMG_0171_plate_01.png,test
IMG_0171_plate_02,data\crops\IMG_0171_plate_02.jpg,data\masks\IMG_0171_plate_02.png,train
IMG_0171_plate_03,data\crops\IMG_0171_plate_03.jpg,data\masks\IMG_0171_plate_03.png,test
IMG_0171_plate_04,data\crops\IMG_0171_plate_04.jpg,data\masks\IMG_0171_plate_04.png,train
IMG_0172_plate_01,data\crops\IMG_0172_plate_01.jpg,data\masks\IMG_0172_plate_01.png,train
IMG_0172_plate_02,data\crops\IMG_0172_plate_02.jpg,data\masks\IMG_0172_plate_02.png,train
IMG_0172_plate_03,data\crops\IMG_0172_plate_03.jpg,data\masks\IMG_0172_plate_03.png,train
IMG_0172_plate_04,data\crops\IMG_0172_plate_04.jpg,data\masks\IMG_0172_plate_04.png,val
IMG_0173_plate_01,data\crops\IMG_0173_plate_01.jpg,data\masks\IMG_0173_plate_01.png,train
IMG_0174_plate_01,data\crops\IMG_0174_plate_01.jpg,data\masks\IMG_0174_plate_01.png,train
IMG_0175_plate_01,data\crops\IMG_0175_plate_01.jpg,data\masks\IMG_0175_plate_01.png,val
IMG_0176_plate_01,data\crops\IMG_0176_plate_01.jpg,data\masks\IMG_0176_plate_01.png,train
IMG_0176_plate_02,data\crops\IMG_0176_plate_02.jpg,data\masks\IMG_0176_plate_02.png,test
IMG_0177_plate_01,data\crops\IMG_0177_plate_01.jpg,data\masks\IMG_0177_plate_01.png,test
IMG_0177_plate_02,data\crops\IMG_0177_plate_02.jpg,data\masks\IMG_0177_plate_02.png,train
IMG_0178_plate_01,data\crops\IMG_0178_plate_01.jpg,data\masks\IMG_0178_plate_01.png,train
IMG_0179_plate_01,data\crops\IMG_0179_plate_01.jpg,data\masks\IMG_0179_plate_01.png,test
IMG_0180_plate_01,data\crops\IMG_0180_plate_01.jpg,data\masks\IMG_0180_plate_01.png,train
IMG_0181_plate_01,data\crops\IMG_0181_plate_01.jpg,data\masks\IMG_0181_plate_01.png,train
IMG_0182_plate_01,data\crops\IMG_0182_plate_01.jpg,data\masks\IMG_0182_plate_01.png,train
IMG_0183_plate_01,data\crops\IMG_0183_plate_01.jpg,data\masks\IMG_0183_plate_01.png,train
IMG_0184_plate_01,data\crops\IMG_0184_plate_01.jpg,data\masks\IMG_0184_plate_01.png,train
IMG_0184_plate_02,data\crops\IMG_0184_plate_02.jpg,data\masks\IMG_0184_plate_02.png,val
IMG_0184_plate_03,data\crops\IMG_0184_plate_03.jpg,data\masks\IMG_0184_plate_03.png,train
IMG_0184_plate_04,data\crops\IMG_0184_plate_04.jpg,data\masks\IMG_0184_plate_04.png,train
IMG_0185_plate_01,data\crops\IMG_0185_plate_01.jpg,data\masks\IMG_0185_plate_01.png,train
IMG_0185_plate_02,data\crops\IMG_0185_plate_02.jpg,data\masks\IMG_0185_plate_02.png,train
IMG_0185_plate_03,data\crops\IMG_0185_plate_03.jpg,data\masks\IMG_0185_plate_03.png,val
IMG_0185_plate_04,data\crops\IMG_0185_plate_04.jpg,data\masks\IMG_0185_plate_04.png,test
IMG_0186_plate_01,data\crops\IMG_0186_plate_01.jpg,data\masks\IMG_0186_plate_01.png,train
IMG_0186_plate_02,data\crops\IMG_0186_plate_02.jpg,data\masks\IMG_0186_plate_02.png,train
IMG_0187_plate_01,data\crops\IMG_0187_plate_01.jpg,data\masks\IMG_0187_plate_01.png,test
IMG_0188_plate_01,data\crops\IMG_0188_plate_01.jpg,data\masks\IMG_0188_plate_01.png,test
IMG_0189_plate_01,data\crops\IMG_0189_plate_01.jpg,data\masks\IMG_0189_plate_01.png,train
IMG_0190_plate_01,data\crops\IMG_0190_plate_01.jpg,data\masks\IMG_0190_plate_01.png,val
IMG_0191_plate_01,data\crops\IMG_0191_plate_01.jpg,data\masks\IMG_0191_plate_01.png,train
IMG_0192_plate_01,data\crops\IMG_0192_plate_01.jpg,data\masks\IMG_0192_plate_01.png,train
IMG_0193_plate_01,data\crops\IMG_0193_plate_01.jpg,data\masks\IMG_0193_plate_01.png,train
IMG_0193_plate_02,data\crops\IMG_0193_plate_02.jpg,data\masks\IMG_0193_plate_02.png,test
IMG_0193_plate_03,data\crops\IMG_0193_plate_03.jpg,data\masks\IMG_0193_plate_03.png,train
IMG_0193_plate_04,data\crops\IMG_0193_plate_04.jpg,data\masks\IMG_0193_plate_04.png,train
IMG_0194_plate_01,data\crops\IMG_0194_plate_01.jpg,data\masks\IMG_0194_plate_01.png,val
IMG_0195_plate_01,data\crops\IMG_0195_plate_01.jpg,data\masks\IMG_0195_plate_01.png,train
IMG_0195_plate_02,data\crops\IMG_0195_plate_02.jpg,data\masks\IMG_0195_plate_02.png,train
IMG_0195_plate_03,data\crops\IMG_0195_plate_03.jpg,data\masks\IMG_0195_plate_03.png,train
IMG_0195_plate_04,data\crops\IMG_0195_plate_04.jpg,data\masks\IMG_0195_plate_04.png,train
IMG_0196_plate_01,data\crops\IMG_0196_plate_01.jpg,data\masks\IMG_0196_plate_01.png,val
IMG_0197_plate_01,data\crops\IMG_0197_plate_01.jpg,data\masks\IMG_0197_plate_01.png,train
IMG_0197_plate_02,data\crops\IMG_0197_plate_02.jpg,data\masks\IMG_0197_plate_02.png,test
IMG_0198_plate_01,data\crops\IMG_0198_plate_01.jpg,data\masks\IMG_0198_plate_01.png,val
IMG_0198_plate_02,data\crops\IMG_0198_plate_02.jpg,data\masks\IMG_0198_plate_02.png,train
IMG_0199_plate_01,data\crops\IMG_0199_plate_01.jpg,data\masks\IMG_0199_plate_01.png,train
IMG_0199_plate_02,data\crops\IMG_0199_plate_02.jpg,data\masks\IMG_0199_plate_02.png,train
IMG_0199_plate_03,data\crops\IMG_0199_plate_03.jpg,data\masks\IMG_0199_plate_03.png,train
IMG_0200_plate_01,data\crops\IMG_0200_plate_01.jpg,data\masks\IMG_0200_plate_01.png,train
IMG_0201_plate_01,data\crops\IMG_0201_plate_01.jpg,data\masks\IMG_0201_plate_01.png,train
IMG_0201_plate_02,data\crops\IMG_0201_plate_02.jpg,data\masks\IMG_0201_plate_02.png,train
IMG_0202_plate_01,data\crops\IMG_0202_plate_01.jpg,data\masks\IMG_0202_plate_01.png,train
IMG_0202_plate_02,data\crops\IMG_0202_plate_02.jpg,data\masks\IMG_0202_plate_02.png,test
IMG_0203_plate_01,data\crops\IMG_0203_plate_01.jpg,data\masks\IMG_0203_plate_01.png,train
IMG_0203_plate_02,data\crops\IMG_0203_plate_02.jpg,data\masks\IMG_0203_plate_02.png,val
IMG_0203_plate_03,data\crops\IMG_0203_plate_03.jpg,data\masks\IMG_0203_plate_03.png,val
IMG_0204_plate_01,data\crops\IMG_0204_plate_01.jpg,data\masks\IMG_0204_plate_01.png,train
IMG_0204_plate_02,data\crops\IMG_0204_plate_02.jpg,data\masks\IMG_0204_plate_02.png,val
IMG_0205_plate_01,data\crops\IMG_0205_plate_01.jpg,data\masks\IMG_0205_plate_01.png,train
IMG_0205_plate_02,data\crops\IMG_0205_plate_02.jpg,data\masks\IMG_0205_plate_02.png,test
IMG_0205_plate_03,data\crops\IMG_0205_plate_03.jpg,data\masks\IMG_0205_plate_03.png,train
IMG_0205_plate_04,data\crops\IMG_0205_plate_04.jpg,data\masks\IMG_0205_plate_04.png,train
IMG_0205_plate_05,data\crops\IMG_0205_plate_05.jpg,data\masks\IMG_0205_plate_05.png,val
IMG_0206_plate_01,data\crops\IMG_0206_plate_01.jpg,data\masks\IMG_0206_plate_01.png,val
IMG_0207_plate_01,data\crops\IMG_0207_plate_01.jpg,data\masks\IMG_0207_plate_01.png,train
IMG_0208_plate_01,data\crops\IMG_0208_plate_01.jpg,data\masks\IMG_0208_plate_01.png,test
IMG_0209_plate_01,data\crops\IMG_0209_plate_01.jpg,data\masks\IMG_0209_plate_01.png,train
IMG_0210_plate_01,data\crops\IMG_0210_plate_01.jpg,data\masks\IMG_0210_plate_01.png,train
IMG_0211_plate_01,data\crops\IMG_0211_plate_01.jpg,data\masks\IMG_0211_plate_01.png,test
IMG_0211_plate_02,data\crops\IMG_0211_plate_02.jpg,data\masks\IMG_0211_plate_02.png,val
IMG_0211_plate_03,data\crops\IMG_0211_plate_03.jpg,data\masks\IMG_0211_plate_03.png,train
IMG_0212_plate_01,data\crops\IMG_0212_plate_01.jpg,data\masks\IMG_0212_plate_01.png,train
IMG_0212_plate_02,data\crops\IMG_0212_plate_02.jpg,data\masks\IMG_0212_plate_02.png,train
IMG_0212_plate_03,data\crops\IMG_0212_plate_03.jpg,data\masks\IMG_0212_plate_03.png,val
IMG_0213_plate_01,data\crops\IMG_0213_plate_01.jpg,data\masks\IMG_0213_plate_01.png,val
IMG_0214_plate_01,data\crops\IMG_0214_plate_01.jpg,data\masks\IMG_0214_plate_01.png,train
IMG_0214_plate_02,data\crops\IMG_0214_plate_02.jpg,data\masks\IMG_0214_plate_02.png,train
IMG_0215_plate_01,data\crops\IMG_0215_plate_01.jpg,data\masks\IMG_0215_plate_01.png,val
IMG_0215_plate_02,data\crops\IMG_0215_plate_02.jpg,data\masks\IMG_0215_plate_02.png,test
IMG_0216_plate_01,data\crops\IMG_0216_plate_01.jpg,data\masks\IMG_0216_plate_01.png,val
IMG_0217_plate_01,data\crops\IMG_0217_plate_01.jpg,data\masks\IMG_0217_plate_01.png,train
IMG_0217_plate_02,data\crops\IMG_0217_plate_02.jpg,data\masks\IMG_0217_plate_02.png,train
IMG_0218_plate_01,data\crops\IMG_0218_plate_01.jpg,data\masks\IMG_0218_plate_01.png,val
IMG_0219_plate_01,data\crops\IMG_0219_plate_01.jpg,data\masks\IMG_0219_plate_01.png,train
IMG_0220_plate_01,data\crops\IMG_0220_plate_01.jpg,data\masks\IMG_0220_plate_01.png,train
IMG_0221_plate_01,data\crops\IMG_0221_plate_01.jpg,data\masks\IMG_0221_plate_01.png,val
IMG_0221_plate_02,data\crops\IMG_0221_plate_02.jpg,data\masks\IMG_0221_plate_02.png,train
IMG_0222_plate_01,data\crops\IMG_0222_plate_01.jpg,data\masks\IMG_0222_plate_01.png,train
IMG_0222_plate_02,data\crops\IMG_0222_plate_02.jpg,data\masks\IMG_0222_plate_02.png,train
IMG_0223_plate_01,data\crops\IMG_0223_plate_01.jpg,data\masks\IMG_0223_plate_01.png,val
IMG_0223_plate_02,data\crops\IMG_0223_plate_02.jpg,data\masks\IMG_0223_plate_02.png,val
IMG_0224_plate_01,data\crops\IMG_0224_plate_01.jpg,data\masks\IMG_0224_plate_01.png,train
IMG_0224_plate_02,data\crops\IMG_0224_plate_02.jpg,data\masks\IMG_0224_plate_02.png,train
IMG_0225_plate_01,data\crops\IMG_0225_plate_01.jpg,data\masks\IMG_0225_plate_01.png,train
IMG_0225_plate_02,data\crops\IMG_0225_plate_02.jpg,data\masks\IMG_0225_plate_02.png,train
IMG_0226_plate_01,data\crops\IMG_0226_plate_01.jpg,data\masks\IMG_0226_plate_01.png,train
IMG_0226_plate_02,data\crops\IMG_0226_plate_02.jpg,data\masks\IMG_0226_plate_02.png,test
IMG_0226_plate_03,data\crops\IMG_0226_plate_03.jpg,data\masks\IMG_0226_plate_03.png,train
IMG_0227_plate_01,data\crops\IMG_0227_plate_01.jpg,data\masks\IMG_0227_plate_01.png,train
IMG_0228_plate_01,data\crops\IMG_0228_plate_01.jpg,data\masks\IMG_0228_plate_01.png,train
IMG_0228_plate_02,data\crops\IMG_0228_plate_02.jpg,data\masks\IMG_0228_plate_02.png,val
IMG_0229_plate_01,data\crops\IMG_0229_plate_01.jpg,data\masks\IMG_0229_plate_01.png,train
IMG_0230_plate_01,data\crops\IMG_0230_plate_01.jpg,data\masks\IMG_0230_plate_01.png,train
IMG_0231_plate_01,data\crops\IMG_0231_plate_01.jpg,data\masks\IMG_0231_plate_01.png,test
IMG_0232_plate_01,data\crops\IMG_0232_plate_01.jpg,data\masks\IMG_0232_plate_01.png,train
IMG_0233_plate_01,data\crops\IMG_0233_plate_01.jpg,data\masks\IMG_0233_plate_01.png,train
IMG_0234_plate_01,data\crops\IMG_0234_plate_01.jpg,data\masks\IMG_0234_plate_01.png,train
IMG_0235_plate_01,data\crops\IMG_0235_plate_01.jpg,data\masks\IMG_0235_plate_01.png,train
IMG_0236_plate_01,data\crops\IMG_0236_plate_01.jpg,data\masks\IMG_0236_plate_01.png,val
IMG_0237_plate_01,data\crops\IMG_0237_plate_01.jpg,data\masks\IMG_0237_plate_01.png,val
IMG_0237_plate_02,data\crops\IMG_0237_plate_02.jpg,data\masks\IMG_0237_plate_02.png,train
IMG_0238_plate_01,data\crops\IMG_0238_plate_01.jpg,data\masks\IMG_0238_plate_01.png,val
IMG_0238_plate_02,data\crops\IMG_0238_plate_02.jpg,data\masks\IMG_0238_plate_02.png,train
IMG_0239_plate_01,data\crops\IMG_0239_plate_01.jpg,data\masks\IMG_0239_plate_01.png,train
IMG_0239_plate_02,data\crops\IMG_0239_plate_02.jpg,data\masks\IMG_0239_plate_02.png,train
IMG_0240_plate_01,data\crops\IMG_0240_plate_01.jpg,data\masks\IMG_0240_plate_01.png,train
IMG_0240_plate_02,data\crops\IMG_0240_plate_02.jpg,data\masks\IMG_0240_plate_02.png,train
IMG_0241_plate_01,data\crops\IMG_0241_plate_01.jpg,data\masks\IMG_0241_plate_01.png,train
IMG_0241_plate_02,data\crops\IMG_0241_plate_02.jpg,data\masks\IMG_0241_plate_02.png,train
IMG_0241_plate_03,data\crops\IMG_0241_plate_03.jpg,data\masks\IMG_0241_plate_03.png,train
IMG_0241_plate_04,data\crops\IMG_0241_plate_04.jpg,data\masks\IMG_0241_plate_04.png,train
IMG_0241_plate_05,data\crops\IMG_0241_plate_05.jpg,data\masks\IMG_0241_plate_05.png,train
IMG_0242_plate_01,data\crops\IMG_0242_plate_01.jpg,data\masks\IMG_0242_plate_01.png,train
IMG_0242_plate_02,data\crops\IMG_0242_plate_02.jpg,data\masks\IMG_0242_plate_02.png,train
IMG_0242_plate_03,data\crops\IMG_0242_plate_03.jpg,data\masks\IMG_0242_plate_03.png,train
IMG_0242_plate_04,data\crops\IMG_0242_plate_04.jpg,data\masks\IMG_0242_plate_04.png,test
IMG_0243_plate_01,data\crops\IMG_0243_plate_01.jpg,data\masks\IMG_0243_plate_01.png,train
IMG_0243_plate_02,data\crops\IMG_0243_plate_02.jpg,data\masks\IMG_0243_plate_02.png,train
IMG_0244_plate_01,data\crops\IMG_0244_plate_01.jpg,data\masks\IMG_0244_plate_01.png,train
IMG_0244_plate_02,data\crops\IMG_0244_plate_02.jpg,data\masks\IMG_0244_plate_02.png,train
IMG_0245_plate_01,data\crops\IMG_0245_plate_01.jpg,data\masks\IMG_0245_plate_01.png,test
IMG_0245_plate_02,data\crops\IMG_0245_plate_02.jpg,data\masks\IMG_0245_plate_02.png,train
IMG_0245_plate_03,data\crops\IMG_0245_plate_03.jpg,data\masks\IMG_0245_plate_03.png,train
IMG_0245_plate_04,data\crops\IMG_0245_plate_04.jpg,data\masks\IMG_0245_plate_04.png,val
IMG_0246_plate_01,data\crops\IMG_0246_plate_01.jpg,data\masks\IMG_0246_plate_01.png,train
IMG_0246_plate_02,data\crops\IMG_0246_plate_02.jpg,data\masks\IMG_0246_plate_02.png,test
IMG_0247_plate_01,data\crops\IMG_0247_plate_01.jpg,data\masks\IMG_0247_plate_01.png,train
IMG_0247_plate_02,data\crops\IMG_0247_plate_02.jpg,data\masks\IMG_0247_plate_02.png,train
IMG_0248_plate_01,data\crops\IMG_0248_plate_01.jpg,data\masks\IMG_0248_plate_01.png,val
IMG_0249_plate_01,data\crops\IMG_0249_plate_01.jpg,data\masks\IMG_0249_plate_01.png,train
IMG_0250_plate_01,data\crops\IMG_0250_plate_01.jpg,data\masks\IMG_0250_plate_01.png,train
IMG_0252_plate_01,data\crops\IMG_0252_plate_01.jpg,data\masks\IMG_0252_plate_01.png,train
IMG_0254_plate_01,data\crops\IMG_0254_plate_01.jpg,data\masks\IMG_0254_plate_01.png,train
IMG_0255_plate_01,data\crops\IMG_0255_plate_01.jpg,data\masks\IMG_0255_plate_01.png,val
IMG_0256_plate_01,data\crops\IMG_0256_plate_01.jpg,data\masks\IMG_0256_plate_01.png,test
IMG_0257_plate_01,data\crops\IMG_0257_plate_01.jpg,data\masks\IMG_0257_plate_01.png,val
IMG_0258_plate_01,data\crops\IMG_0258_plate_01.jpg,data\masks\IMG_0258_plate_01.png,val
IMG_0259_plate_01,data\crops\IMG_0259_plate_01.jpg,data\masks\IMG_0259_plate_01.png,train
IMG_0260_plate_01,data\crops\IMG_0260_plate_01.jpg,data\masks\IMG_0260_plate_01.png,train
IMG_0261_plate_01,data\crops\IMG_0261_plate_01.jpg,data\masks\IMG_0261_plate_01.png,train
IMG_0261_plate_02,data\crops\IMG_0261_plate_02.jpg,data\masks\IMG_0261_plate_02.png,val
IMG_0262_plate_01,data\crops\IMG_0262_plate_01.jpg,data\masks\IMG_0262_plate_01.png,train
IMG_0263_plate_01,data\crops\IMG_0263_plate_01.jpg,data\masks\IMG_0263_plate_01.png,train
IMG_0264_plate_01,data\crops\IMG_0264_plate_01.jpg,data\masks\IMG_0264_plate_01.png,train
IMG_0265_plate_01,data\crops\IMG_0265_plate_01.jpg,data\masks\IMG_0265_plate_01.png,train
IMG_0265_plate_02,data\crops\IMG_0265_plate_02.jpg,data\masks\IMG_0265_plate_02.png,train
IMG_0266_plate_01,data\crops\IMG_0266_plate_01.jpg,data\masks\IMG_0266_plate_01.png,train
IMG_0266_plate_02,data\crops\IMG_0266_plate_02.jpg,data\masks\IMG_0266_plate_02.png,train
IMG_0266_plate_03,data\crops\IMG_0266_plate_03.jpg,data\masks\IMG_0266_plate_03.png,train
IMG_0266_plate_04,data\crops\IMG_0266_plate_04.jpg,data\masks\IMG_0266_plate_04.png,train
IMG_0267_plate_01,data\crops\IMG_0267_plate_01.jpg,data\masks\IMG_0267_plate_01.png,train
IMG_0268_plate_01,data\crops\IMG_0268_plate_01.jpg,data\masks\IMG_0268_plate_01.png,train
IMG_0268_plate_02,data\crops\IMG_0268_plate_02.jpg,data\masks\IMG_0268_plate_02.png,train
IMG_0269_plate_01,data\crops\IMG_0269_plate_01.jpg,data\masks\IMG_0269_plate_01.png,train
IMG_0270_plate_01,data\crops\IMG_0270_plate_01.jpg,data\masks\IMG_0270_plate_01.png,train
IMG_0271_plate_01,data\crops\IMG_0271_plate_01.jpg,data\masks\IMG_0271_plate_01.png,train
IMG_0272_plate_01,data\crops\IMG_0272_plate_01.jpg,data\masks\IMG_0272_plate_01.png,train
IMG_0272_plate_02,data\crops\IMG_0272_plate_02.jpg,data\masks\IMG_0272_plate_02.png,val
IMG_0273_plate_01,data\crops\IMG_0273_plate_01.jpg,data\masks\IMG_0273_plate_01.png,test
IMG_0273_plate_02,data\crops\IMG_0273_plate_02.jpg,data\masks\IMG_0273_plate_02.png,val
IMG_0274_plate_01,data\crops\IMG_0274_plate_01.jpg,data\masks\IMG_0274_plate_01.png,train
IMG_0274_plate_02,data\crops\IMG_0274_plate_02.jpg,data\masks\IMG_0274_plate_02.png,train
IMG_0274_plate_03,data\crops\IMG_0274_plate_03.jpg,data\masks\IMG_0274_plate_03.png,train
IMG_0275_plate_01,data\crops\IMG_0275_plate_01.jpg,data\masks\IMG_0275_plate_01.png,val
IMG_0275_plate_02,data\crops\IMG_0275_plate_02.jpg,data\masks\IMG_0275_plate_02.png,train
IMG_0276_plate_01,data\crops\IMG_0276_plate_01.jpg,data\masks\IMG_0276_plate_01.png,val
IMG_0276_plate_02,data\crops\IMG_0276_plate_02.jpg,data\masks\IMG_0276_plate_02.png,test
IMG_0277_plate_01,data\crops\IMG_0277_plate_01.jpg,data\masks\IMG_0277_plate_01.png,test
IMG_0278_plate_01,data\crops\IMG_0278_plate_01.jpg,data\masks\IMG_0278_plate_01.png,train
IMG_0279_plate_01,data\crops\IMG_0279_plate_01.jpg,data\masks\IMG_0279_plate_01.png,train
IMG_0279_plate_02,data\crops\IMG_0279_plate_02.jpg,data\masks\IMG_0279_plate_02.png,train
IMG_0280_plate_01,data\crops\IMG_0280_plate_01.jpg,data\masks\IMG_0280_plate_01.png,val
IMG_0281_plate_01,data\crops\IMG_0281_plate_01.jpg,data\masks\IMG_0281_plate_01.png,train
IMG_0281_plate_02,data\crops\IMG_0281_plate_02.jpg,data\masks\IMG_0281_plate_02.png,test
IMG_0282_plate_01,data\crops\IMG_0282_plate_01.jpg,data\masks\IMG_0282_plate_01.png,test
IMG_0283_plate_01,data\crops\IMG_0283_plate_01.jpg,data\masks\IMG_0283_plate_01.png,train
IMG_0283_plate_02,data\crops\IMG_0283_plate_02.jpg,data\masks\IMG_0283_plate_02.png,val
IMG_0284_plate_01,data\crops\IMG_0284_plate_01.jpg,data\masks\IMG_0284_plate_01.png,train
IMG_0285_plate_01,data\crops\IMG_0285_plate_01.jpg,data\masks\IMG_0285_plate_01.png,train
IMG_0286_plate_01,data\crops\IMG_0286_plate_01.jpg,data\masks\IMG_0286_plate_01.png,train
IMG_0287_plate_01,data\crops\IMG_0287_plate_01.jpg,data\masks\IMG_0287_plate_01.png,train
IMG_0288_plate_01,data\crops\IMG_0288_plate_01.jpg,data\masks\IMG_0288_plate_01.png,train
IMG_0288_plate_02,data\crops\IMG_0288_plate_02.jpg,data\masks\IMG_0288_plate_02.png,train
IMG_0289_plate_01,data\crops\IMG_0289_plate_01.jpg,data\masks\IMG_0289_plate_01.png,test
IMG_0289_plate_02,data\crops\IMG_0289_plate_02.jpg,data\masks\IMG_0289_plate_02.png,train
IMG_0289_plate_03,data\crops\IMG_0289_plate_03.jpg,data\masks\IMG_0289_plate_03.png,test
IMG_0290_plate_01,data\crops\IMG_0290_plate_01.jpg,data\masks\IMG_0290_plate_01.png,test
IMG_0290_plate_02,data\crops\IMG_0290_plate_02.jpg,data\masks\IMG_0290_plate_02.png,test
IMG_0291_plate_01,data\crops\IMG_0291_plate_01.jpg,data\masks\IMG_0291_plate_01.png,train
IMG_0292_plate_01,data\crops\IMG_0292_plate_01.jpg,data\masks\IMG_0292_plate_01.png,val
IMG_0292_plate_02,data\crops\IMG_0292_plate_02.jpg,data\masks\IMG_0292_plate_02.png,train
IMG_0293_plate_01,data\crops\IMG_0293_plate_01.jpg,data\masks\IMG_0293_plate_01.png,test
IMG_0293_plate_02,data\crops\IMG_0293_plate_02.jpg,data\masks\IMG_0293_plate_02.png,train
IMG_0294_plate_01,data\crops\IMG_0294_plate_01.jpg,data\masks\IMG_0294_plate_01.png,train
IMG_0294_plate_02,data\crops\IMG_0294_plate_02.jpg,data\masks\IMG_0294_plate_02.png,train
IMG_0295_plate_01,data\crops\IMG_0295_plate_01.jpg,data\masks\IMG_0295_plate_01.png,train
IMG_0295_plate_02,data\crops\IMG_0295_plate_02.jpg,data\masks\IMG_0295_plate_02.png,train
IMG_0296_plate_01,data\crops\IMG_0296_plate_01.jpg,data\masks\IMG_0296_plate_01.png,val
IMG_0296_plate_02,data\crops\IMG_0296_plate_02.jpg,data\masks\IMG_0296_plate_02.png,val
